id,server,except_server,activityId,activityGroup,activityExclude,,isopen,area,acType,seType,startTimeType,startTime,endTime,appearTime,disappearTime,effectiveTime,levelVis,vipVis,conditionVis,conditionNum,serverLimit,playerLimit,reissue,plate,channelType,channel,integral,,,,,,,,,,
1135,"[[1,9999999999]]",,45,,,天府献礼-水镜 - Thiên Phủ Hiến Lễ (Thủy Kính),1,2,1,1,1,2026/03/09 5/00/00,2026/03/16 5/00/00,2026/03/09 5/00/00,2026/03/16 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
113,"[[1,9999999999]]",,16,,,华容道双倍 - X2 Hoa Dung Đạo,1,2,6,106,1,2026/03/09 5/00/00,2026/03/10 5/00/00,2026/03/09 5/00/00,2026/03/10 5/00/00,,18,0,,,168,0,2,0,,,,,,,,,,,,,
1610,"[[1,9999999999]]",,307,,,战魂觉醒（甄姬） - Thức Tỉnh Chiến Hồn (Chân Cơ),1,3,147,145,1,2026/03/09 5/00/00,2099/03/09  5/00/00,2026/03/09 5/00/00,2099/03/09  5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,"[[1,9999999999]]",,138,,,令牌特惠 - Ưu Đãi Lệnh Bài,1,2,111,111,1,2026/03/10 5/00/00,2026/03/13  5/00/00,2026/03/10 5/00/00,2026/03/13  5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
1123,"[[1,9999999999]]",,118,,,淬炼石特惠 - Ưu đãi Đá Tôi Luyện,1,2,111,111,1,2026/03/10 5/00/00,2026/03/13  5/00/00,2026/03/10 5/00/00,2026/03/13  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
952,"[[1,9999999999]]",,238,,,坐骑特惠-金睛驼 - Ưu đãi toạ kỵ (Kim Tình Đà),1,2,111,111,1,2026/03/10  5/00/00,2026/03/13  5/00/00,2026/03/10  5/00/00,2026/03/13  5/00/00,,85,0,,,168,0,1,0,,,,,,,,,,,,,
1706,"[[1,9999999999]]",,3510,,,神将集结 - Thần tướng hạn thời,1,1,153,153,1,2026/03/10  5/00/00,2026/03/13  5/00/00,2026/03/10  5/00/00,2026/03/13  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1707,"[[1,9999999999]]",,3511,,,神将任务 - Nhiệm vụ thần tướng,1,1,103,145,1,2026/03/10  5/00/00,2026/03/13  5/00/00,2026/03/10  5/00/00,2026/03/13  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
4052,"[[1,9999999999]]",,146,,,名将豪礼 - Danh tướng hào lễ (nguỵ),1,2,111,111,1,2026/03/10  5/00/00,2026/03/13  5/00/00,2026/03/10  5/00/00,2026/03/13  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1711,"[[1,9999999999]]",,241,,,万能神将令特卖 -  Bán Lệnh Thần Tướng Vạn Năng,1,2,111,111,1,2026/03/10  5/00/00,2026/03/13  5/00/00,2026/03/10  5/00/00,2026/03/13  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1635,"[[1,9999999999]]",,3508,,,限时神将-凌统 - Lăng Thống (SSR+),1,1,103,103,1,2026/03/10  5/00/00,2026/03/13  5/00/00,2026/03/10  5/00/00,2026/03/13  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1420,"[[1,9999999999]]",,3506,,,限时神将-弓吕布 - Thần Tướng Hạn Thời (Lữ Bố Cung),1,1,103,103,1,2026/03/10  5/00/00,2026/03/13  5/00/00,2026/03/10  5/00/00,2026/03/13  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2098,"[[1,9999999999]]",,3507,,,限时神将-姜维 - Thần Tướng Hạn Thời (Khương Duy),1,1,103,103,1,2026/03/10  5/00/00,2026/03/13  5/00/00,2026/03/10  5/00/00,2026/03/13  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
114,"[[1,9999999999]]",,15,,,长坂坡双倍 - X2 Dốc Trường Bản,1,2,6,106,1,2026/03/10  5/00/00,2026/03/11  5/00/00,2026/03/10  5/00/00,2026/03/11  5/00/00,,21,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,"[[1,9999999999]]",,43,,,乘胜追击 - Thừa Thắng Truy Kích,1,2,6,106,1,2026/03/11  5/00/00,2026/03/12  5/00/00,2026/03/11  5/00/00,2026/03/12  5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,"[[1,9999999999]]",,2002,,,兵法研习 - Nghiên Cứu Binh Pháp,1,2,159,159,1,2026/03/12  5/00/00,2026/03/14  5/00/00,2026/03/12  5/00/00,2026/03/14  5/00/00,,55,0,,,168,0,2,0,,,,,,,,,,,,,
1366,"[[1,9999999999]]",,279,,,倾国印特卖-貂蝉16升18 - Bán đặc biệt Ấn Khuynh Quốc - Điêu Thuyền 16 lên 18,1,2,99,111,1,2026/03/12  5/00/00,2026/03/16  5/00/00,2026/03/12  5/00/00,2026/03/16  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1120,"[[1,9999999999]]",,258,,,名将特惠 - Ưu đãi danh tướng,1,2,111,111,1,2026/03/12  5/00/00,2026/03/14  5/00/00,2026/03/12  5/00/00,2026/03/14  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1121,"[[1,9999999999]]",,174,,,至宝特惠 - Ưu đãi chí bảo,1,2,111,111,1,2026/03/12  5/00/00,2026/03/15  5/00/00,2026/03/12  5/00/00,2026/03/15  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1136,"[[1,9999999999]]",,48,,,逐鹿天下 - Tranh Đoạt Thiên Hạ,1,2,1,1,1,2026/03/12  5/00/00,2026/03/16  5/00/00,2026/03/12  5/00/00,2026/03/16  5/00/00,,22,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,"[[1,9999999999]]",,7601,,,绝世无双3选1 - Tuyệt Thế Vô Song: Chọn 1 Trong 3,1,1,164,164,1,2026/03/13  5/00/00,2026/03/16  5/00/00,2026/03/13  5/00/00,2026/03/16  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1368,"[[1,9999999999]]",,277,,,绝世豪礼 - Hào Lễ Tuyệt Thế,1,2,1,1,1,2026/03/13  5/00/00,2026/03/16  5/00/00,2026/03/13  5/00/00,2026/03/16  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
3391,"[[1,9999999999]]",,2046,,,绝世无双促销 - Khuyến Mãi Tuyệt Thế Vô Song,1,2,111,111,1,2026/03/13  5/00/00,2026/03/16  5/00/00,2026/03/13  5/00/00,2026/03/16  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1113,"[[1,9999999999]]",,29,,,登陆有礼（周末狂欢）- Cuồng Hoan Cuối Tuần,1,2,1,1,1,2026/03/13  5/00/00,2026/03/16  5/00/00,2026/03/13  5/00/00,2026/03/16  5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,"[[1,9999999999]]",,131,,,夺宝转盘-董卓 - Vòng quay Đoạt Bảo - Đổng Trác,1,2,134,134,1,2026/03/14  5/00/00,2026/03/17  5/00/00,2026/03/14  5/00/00,2026/03/17  5/00/00,,31,9,,,168,0,2,0,,,,,,,,,,,,,
1138,"[[1,9999999999]]",,12,,,沙盘演武双倍 - X2 Sa Bàn Diễn Võ,1,2,6,106,1,2026/03/14  5/00/00,2026/03/16  5/00/00,2026/03/14  5/00/00,2026/03/16  5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,"[[1,9999999999]]",,161,,,累积充值（吴国）- Quà Tích Nạp (Ngô Quốc),1,2,9,1,1,2026/03/16  5/00/00,2026/03/23  5/00/00,2026/03/16  5/00/00,2026/03/23  5/00/00,,10,0,,,336,0,1,0,,,,,,,,,,,,,
891,"[[1,9999999999]]",,227,,,补给特惠-鲁肃 - Ưu đãi trợ cấp (Lỗ Túc),1,2,111,111,1,2026/03/16  5/00/00,2026/03/18  5/00/00,2026/03/16  5/00/00,2026/03/18  5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
951,"[[1,9999999999]]",,228,,,宝物洗练 - Tẩy Luyện Bảo Vật,1,2,111,111,1,2026/03/16  5/00/00,2026/03/19  5/00/00,2026/03/16  5/00/00,2026/03/19  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
890,"[[1,9999999999]]",,221,,,每周特卖（吴国）- Bán đặc biệt hàng tuần (Nước Ngô),1,2,111,111,1,2026/03/16  5/00/00,2026/03/23  5/00/00,2026/03/16  5/00/00,2026/03/23  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
892,"[[1,9999999999]]",,172,,,巅峰之星（鲁肃） - Ngôi Sao Đỉnh Cao (Lỗ Túc),1,2,1,1,1,2026/03/16  5/00/00,2026/03/19  5/00/00,2026/03/16  5/00/00,2026/03/19  5/00/00,,36,0,,,168,0,1,0,,,,,,,,,,,,,
893,"[[1,9999999999]]",,54,,,虎踞江东 - Hổ Cứ Giang Đông,1,2,1,1,1,2026/03/16  5/00/00,2026/03/19  5/00/00,2026/03/16  5/00/00,2026/03/19  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
894,"[[1,9999999999]]",,58,,,霸王鼎兑换 - Đổi Đỉnh Bá Vương,1,2,2,1,1,2026/03/16  5/00/00,2026/03/19  5/00/00,2026/03/16  5/00/00,2026/03/19  5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
953,"[[1,9999999999]]",,183,,,神兽特惠 - Ưu đãi Thần Thú,1,2,111,111,1,2026/03/16  5/00/00,2026/03/19  5/00/00,2026/03/16  5/00/00,2026/03/19  5/00/00,,80,0,,,168,0,1,0,,,,,,,,,,,,,
821,"[[1,9999999999]]",,156,,,武魂特惠 - Ưu Đãi Võ Hồn,1,2,111,111,1,2026/03/16  5/00/00,2026/03/19  5/00/00,2026/03/16  5/00/00,2026/03/19  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
822,"[[1,9999999999]]",,194,,,武魂星盘 - Võ Hồn Tinh Bàn,1,2,140,140,1,2026/03/16  5/00/00,2026/03/19  5/00/00,2026/03/16  5/00/00,2026/03/19  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
895,"[[1,9999999999]]",,47,,,江东丰产（鲁肃） - Giang Đông Phong Sản (Lỗ Túc),1,2,1,1,1,2026/03/16  5/00/00,2026/03/23  5/00/00,2026/03/16  5/00/00,2026/03/23  5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
352,"[[1,9999999999]]",,16,,,华容道双倍 - X2 Hoa Dung Đạo,1,2,6,106,1,2026/03/16  5/00/00,2026/03/17  5/00/00,2026/03/16  5/00/00,2026/03/17  5/00/00,,18,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,"[[1,9999999999]]",,138,,,令牌特惠 - Ưu Đãi Lệnh Bài,1,2,111,111,1,2026/03/17  5/00/00,2026/03/20  5/00/00,2026/03/17  5/00/00,2026/03/20  5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
904,"[[1,9999999999]]",,118,,,淬炼石特惠 - Ưu đãi Đá Tôi Luyện,1,2,111,111,1,2026/03/17  5/00/00,2026/03/20  5/00/00,2026/03/17  5/00/00,2026/03/20  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1226,"[[1,9999999999]]",,265,,,坐骑特惠-汗血宝马 - Ưu Đãi Tọa Kỵ - Hãn Huyết Bảo Mã,1,2,111,111,1,2026/03/17  5/00/00,2026/03/20  5/00/00,2026/03/17  5/00/00,2026/03/20  5/00/00,,85,0,,,168,0,1,0,,,,,,,,,,,,,
1836,"[[1,9999999999]]",,3510,,,神将集结 - Thần tướng hạn thời,1,1,153,153,1,2026/03/17  5/00/00,2026/03/20  5/00/00,2026/03/17  5/00/00,2026/03/20  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1837,"[[1,9999999999]]",,3511,,,神将任务 - Nhiệm vụ thần tướng,1,1,103,145,1,2026/03/17  5/00/00,2026/03/20  5/00/00,2026/03/17  5/00/00,2026/03/20  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1841,"[[1,9999999999]]",,241,,,万能神将令特卖 -  Bán Lệnh Thần Tướng Vạn Năng,1,2,111,111,1,2026/03/17  5/00/00,2026/03/20  5/00/00,2026/03/17  5/00/00,2026/03/20  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1708,"[[1,9999999999]]",,3505,,,限时神将-诸葛亮 - Gia Cát Lượng SSR+,1,1,103,103,1,2026/03/17  5/00/00,2026/03/20  5/00/00,2026/03/17  5/00/00,2026/03/20  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1710,"[[1,9999999999]]",,3503,,,限时神将-周瑜 - Chu Du (SSR+),1,1,103,103,1,2026/03/17  5/00/00,2026/03/20  5/00/00,2026/03/17  5/00/00,2026/03/20  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
798,"[[1,9999999999]]",,3504,,,限时神将-孙策 - Tôn Sách (SSR+),1,1,103,103,1,2026/03/17  5/00/00,2026/03/20  5/00/00,2026/03/17  5/00/00,2026/03/20  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
4053,"[[1,9999999999]]",,165,,,名将豪礼 - Danh tướng hào lễ (ngô),1,2,111,111,1,2026/03/17  5/00/00,2026/03/20  5/00/00,2026/03/17  5/00/00,2026/03/20  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
131,"[[1,9999999999]]",,15,,,长坂坡双倍 - X2 Dốc Trường Bản,1,2,6,106,1,2026/03/17  5/00/00,2026/03/18  5/00/00,2026/03/17  5/00/00,2026/03/18  5/00/00,,21,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,"[[1,9999999999]]",,43,,,乘胜追击 - Thừa Thắng Truy Kích,1,2,6,106,1,2026/03/18  5/00/00,2026/03/19  5/00/00,2026/03/18  5/00/00,2026/03/19  5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,"[[1,9999999999]]",,2002,,,兵法研习 - Binh Pháp Nghiên Tập,1,2,159,159,1,2026/03/19  5/00/00,2026/03/21  5/00/00,2026/03/19  5/00/00,2026/03/21  5/00/00,,55,0,,,168,0,2,0,,,,,,,,,,,,,
1477,"[[1,9999999999]]",,293,,,雄武印特卖-典韦16升18 - Bán đặc biệt Ấn Hùng Vũ - Điển Vi 16 lên 18,1,2,99,111,1,2026/03/19  5/00/00,2026/03/23  5/00/00,2026/03/19  5/00/00,2026/03/23  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
884,"[[1,9999999999]]",,204,,,名将特惠 - Ưu đãi danh tướng,1,2,111,111,1,2026/03/19  5/00/00,2026/03/21  5/00/00,2026/03/19  5/00/00,2026/03/21  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
906,"[[1,9999999999]]",,174,,,至宝特惠 - Ưu đãi chí bảo,1,2,111,111,1,2026/03/19  5/00/00,2026/03/22  5/00/00,2026/03/19  5/00/00,2026/03/22  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
902,"[[1,9999999999]]",,48,,,逐鹿天下 - Tranh Đoạt Thiên Hạ,1,2,1,1,1,2026/03/19  5/00/00,2026/03/23  5/00/00,2026/03/19  5/00/00,2026/03/23  5/00/00,,22,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,"[[1,9999999999]]",,7505,,,绝世无双-20吕玲绮 - Tuyệt Thế Vô Song - 20 Lã Linh Kỳ,1,1,146,146,1,2026/03/20  5/00/00,2026/03/23  5/00/00,2026/03/20  5/00/00,2026/03/23  5/00/00,,10,0,,,168,0,1,0,,,1,,,,,,,,,,
1476,"[[1,9999999999]]",,292,,,绝世豪礼 - Hào Lễ Tuyệt Thế,1,2,1,1,1,2026/03/20  5/00/00,2026/03/23  5/00/00,2026/03/20  5/00/00,2026/03/23  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
3534,"[[1,9999999999]]",,2046,,,绝世无双促销 - Khuyến Mãi Tuyệt Thế Vô Song,1,2,111,111,1,2026/03/20  5/00/00,2026/03/23  5/00/00,2026/03/20  5/00/00,2026/03/23  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
901,"[[1,9999999999]]",,29,,,登陆有礼（周末狂欢）- Cuồng Hoan Cuối Tuần,1,2,1,1,1,2026/03/20  5/00/00,2026/03/23  5/00/00,2026/03/20  5/00/00,2026/03/23  5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,"[[1,9999999999]]",,131,,,夺宝转盘-吕玲绮 - Vòng quay Đoạt Bảo - Lã Linh Kỳ,1,2,134,134,1,2026/03/21  5/00/00,2026/03/24  5/00/00,2026/03/21  5/00/00,2026/03/24  5/00/00,,31,0,,,168,0,2,0,,,,,,,,,,,,,
899,"[[1,9999999999]]",,12,,,沙盘演武双倍 - X2 Sa Bàn Diễn Võ,1,2,6,106,1,2026/03/21  5/00/00,2026/03/23  5/00/00,2026/03/21  5/00/00,2026/03/23  5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,"[[1,9999999999]]",,191,,,累积充值-群雄 - Nạp Tích Lũy - Quần Hùng,1,2,9,1,1,2026/03/23  5/00/00,2026/03/30  5/00/00,2026/03/23  5/00/00,2026/03/30  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1170,"[[1,9999999999]]",,236,,,补给特惠-贾诩 - Ưu Đãi Tiếp Tế - Giả Hủ,1,2,111,111,1,2026/03/23  5/00/00,2026/03/25  5/00/00,2026/03/23  5/00/00,2026/03/25  5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
1169,"[[1,9999999999]]",,228,,,宝物洗练 - Tẩy Luyện Bảo Vật,1,2,111,111,1,2026/03/23  5/00/00,2026/03/26  5/00/00,2026/03/23  5/00/00,2026/03/26  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1171,"[[1,9999999999]]",,262,,,每周特卖-群雄 - Đặc Bán Hàng Tuần - Quần Hùng,1,2,111,111,1,2026/03/23  5/00/00,2026/03/30  5/00/00,2026/03/23  5/00/00,2026/03/30  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1174,"[[1,9999999999]]",,198,,,巅峰之星-贾诩 - Siêu Sao (Giả Hủ),1,2,1,1,1,2026/03/23  5/00/00,2026/03/26  5/00/00,2026/03/23  5/00/00,2026/03/26  5/00/00,,36,0,,,168,0,1,0,,,,,,,,,,,,,
1175,"[[1,9999999999]]",,51,,,镇守一方 - Trấn Thủ Một Phương,1,2,1,1,1,2026/03/23  5/00/00,2026/03/26  5/00/00,2026/03/23  5/00/00,2026/03/26  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1176,"[[1,9999999999]]",,158,,,诸侯印兑换 - Đổi Ấn Chư Hầu,1,2,2,1,1,2026/03/23  5/00/00,2026/03/26  5/00/00,2026/03/23  5/00/00,2026/03/26  5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
1090,"[[1,9999999999]]",,183,,,神兽特惠 - Ưu Đãi Thần Thú,1,2,111,111,1,2026/03/23  5/00/00,2026/03/26  5/00/00,2026/03/23  5/00/00,2026/03/26  5/00/00,,80,0,,,168,0,1,0,,,,,,,,,,,,,
430,"[[1,9999999999]]",,156,,,武魂特惠 - Ưu Đãi Võ Hồn,1,2,111,111,1,2026/03/23  5/00/00,2026/03/26  5/00/00,2026/03/23  5/00/00,2026/03/26  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
634,"[[1,9999999999]]",,355,,,武魂星盘 - Tinh Bàn Võ Hồn,1,2,140,140,1,2026/03/23  5/00/00,2026/03/26  5/00/00,2026/03/23  5/00/00,2026/03/26  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
641,"[[1,9999999999]]",,44,,,诸侯供奉 - Chư Hầu Cung Phụng,1,2,1,1,1,2026/03/23  5/00/00,2026/03/30  5/00/00,2026/03/23  5/00/00,2026/03/30  5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
130,"[[1,9999999999]]",,16,,,华容道双倍 - Hoa Dung Đạo (X2),1,2,6,106,1,2026/03/23  5/00/00,2026/03/24  5/00/00,2026/03/23  5/00/00,2026/03/24  5/00/00,,18,0,,,168,0,2,0,,,,,,,,,,,,,
3693,"[[1,9999999999]]",,80102,,,专属武器限时打造 - Rèn vũ khí chuyên dụng giới hạn,1,1,167,167,1,2026/03/23  5/00/00,2026/03/26  5/00/00,2026/03/23  5/00/00,2026/03/26  5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
998,"[[1,9999999999]]",,245,,,专属特卖 - Đặc Bán Trang Bị Chuyên Dụng,1,2,111,111,1,2026/03/23  5/00/00,2026/03/26  5/00/00,2026/03/23  5/00/00,2026/03/26  5/00/00,,100,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,"[[1,9999999999]]",,138,,,令牌特惠 - Ưu Đãi Lệnh Bài,1,2,111,111,1,2026/03/24  5/00/00,2026/03/27  5/00/00,2026/03/24  5/00/00,2026/03/27  5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
209,"[[1,9999999999]]",,118,,,淬炼石特惠 - Ưu đãi Đá Tôi Luyện,1,2,111,111,1,2026/03/24  5/00/00,2026/03/27  5/00/00,2026/03/24  5/00/00,2026/03/27  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1372,"[[1,9999999999]]",,281,,,坐骑特惠-雪豹 - Ưu đãi Tọa Kỵ - Tuyết Báo,1,2,111,111,1,2026/03/24  5/00/00,2026/03/27  5/00/00,2026/03/24  5/00/00,2026/03/27  5/00/00,,85,0,,,168,0,1,0,,,,,,,,,,,,,
1965,"[[1,9999999999]]",,3510,,,神将集结 - Thần tướng hạn thời,1,1,153,153,1,2026/03/24  5/00/00,2026/03/27  5/00/00,2026/03/24  5/00/00,2026/03/27  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1966,"[[1,9999999999]]",,3511,,,神将任务 - Nhiệm vụ thần tướng,1,1,103,145,1,2026/03/24  5/00/00,2026/03/27  5/00/00,2026/03/24  5/00/00,2026/03/27  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1970,"[[1,9999999999]]",,241,,,万能神将令特卖 -  Bán Lệnh Thần Tướng Vạn Năng,1,2,111,111,1,2026/03/24  5/00/00,2026/03/27  5/00/00,2026/03/24  5/00/00,2026/03/27  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1342,"[[1,9999999999]]",,3509,,,限时神将-夏侯渊 - Thần Tướng Hạn Thời - Hạ Hầu Uyên (SSR+),1,1,103,103,1,2026/03/24  5/00/00,2026/03/27  5/00/00,2026/03/24  5/00/00,2026/03/27  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2497,"[[1,9999999999]]",,3507,,,限时神将-姜维 - Thần Tướng Hạn Thời (Khương Duy),1,1,103,103,1,2026/03/24  5/00/00,2026/03/27  5/00/00,2026/03/24  5/00/00,2026/03/27  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1634,"[[1,9999999999]]",,3506,,,限时神将-弓吕布 - Thần Tướng Hạn Thời (Lữ Bố Cung),1,1,103,103,1,2026/03/24  5/00/00,2026/03/27  5/00/00,2026/03/24  5/00/00,2026/03/27  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
4054,"[[1,9999999999]]",,165,,,名将豪礼 - Danh tướng hào lễ (Ngô),0,2,111,111,1,2026/03/24  5/00/00,2026/03/27  5/00/00,2026/03/24  5/00/00,2026/03/27  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
144,"[[1,9999999999]]",,15,,,长坂坡双倍 - X2 Dốc Trường Bản,1,2,6,106,1,2026/03/24  5/00/00,2026/03/25  5/00/00,2026/03/24  5/00/00,2026/03/25  5/00/00,,21,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[[1,9999999999]]",,43,,,乘胜追击 - Thừa Thắng Truy Kích,1,2,6,106,1,2026/03/25 5/00/00,2026/03/26 5/00/00,2026/03/25 5/00/00,2026/03/26 5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,"[[1,9999999999]]",,204,,,名将特惠 - Ưu Đãi Danh Tướng,1,2,111,111,1,2026/03/26  5/00/00,2026/03/28  5/00/00,2026/03/26  5/00/00,2026/03/28  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
429,"[[1,9999999999]]",,174,,,至宝特惠 - Ưu Đãi Chí Bảo,1,2,111,111,1,2026/03/26  5/00/00,2026/03/29  5/00/00,2026/03/26  5/00/00,2026/03/29  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
120,"[[1,9999999999]]",,48,,,逐鹿天下 - Tranh Đoạt Thiên Hạ,1,2,1,1,1,2026/03/26  5/00/00,2026/03/30  5/00/00,2026/03/26  5/00/00,2026/03/30  5/00/00,,22,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,"[[1,9999999999]]",,7506,,,绝世无双-20郭嘉 - Tuyệt Thế Vô Song - 20 Quách Gia,1,1,146,146,1,2026/03/27 5/00/00,2026/03/30 5/00/00,2026/03/27 5/00/00,2026/03/30 5/00/00,,10,0,,,168,0,1,0,,,1,,,,,,,,,,
1590,"[[1,9999999999]]",,301,,,绝世豪礼 - Hào Lễ Tuyệt Thế,1,2,1,1,1,2026/03/27 5/00/00,2026/03/30 5/00/00,2026/03/27 5/00/00,2026/03/30 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
3684,"[[1,9999999999]]",,2046,,,绝世无双促销 - Khuyến Mãi Tuyệt Thế Vô Song,1,2,111,111,1,2026/03/27 5/00/00,2026/03/30 5/00/00,2026/03/27 5/00/00,2026/03/30 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
119,"[[1,9999999999]]",,29,,,登陆有礼（周末狂欢） - Đăng Nhập Có Quà (Cuồng Hoan Cuối Tuần),1,2,1,1,1,2026/03/27 5/00/00,2026/03/30 5/00/00,2026/03/27 5/00/00,2026/03/30 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
